Title,Date,content
Delhi: Two men killed in suspected hit-and-run case,"Updated: Dec 5, 2022, 21:03 IST","NEW DELHI: Two men died allegedly after an unidentified vehicle hit their motorcycle in a suspected case of hit-and-run, the Delhi Police said on Monday.  The deceased were identified as Sameer (21) and Md. Islam Khan (19), residents of Daryaganj, they said.  The accident took place on Sunday near a gurdwara on GT Karnal road in Siraspur, police said.  The matter came to light after an information was received from SRHC Hospital in Narela regrading death of two youths after they met with an accident.  According to the police, the family members of the deceased told officials that both of them were going to Murthal, Haryana on a bike when they met with the accident.  On the basis of MLC (Medico-legal Case) and circumstances, a case under sections 279 (rash driving or riding on a public way) and 304A (causing death by negligence) of the Indian Penal Code has been registered at Samaypur Badli police station, a senior police officer said.  After post-mortem at Babu Jagjivan Ram Memorial Hospital, the bodies were handed over to their family members for last rites, police said, adding CCTV cameras are also being scanned to identify the accused and ascertain the sequence of the accident."
"Madhya Pradesh: Six killed, 12 hurt after trailer plows into crowd","Updated: Dec 5, 2022, 09:05 IST","INDORE: Six persons were killed and over a dozen seriously injured when a runaway trailer mowed them down as they were sitting on the roadside for a bus in Ratlam district on Sunday evening.CCTV grab showed that the trailer was speeding and it swerved to save a biker near Satrunda village, around 110km from Indore, on Ratlam Lebad four-lane road.Eyewitness Jujhar Singh Rathore, who was standing at a shop, said over 20 people were waiting to catch a bus when the 'speeding trailer truck' plowed into them around 5pm. ""It was a horrific sight. Some bodies were in pieces,"" he said. Vishal Choradiya, who was injured, said, ""I was standing on the other side of the divider waiting for a bus when suddenly there was a screeching of tyres and shouts and screams from everywhere. People lay in pools of blood all around.""Pooja, who too is battling injuries, said she had come to Ratlam with her family to visit Satrunda temple and they were waiting to catch a bus to return home when the accident took place. A 17-month infant, Kiyansh, is among the injured. The baby got left behind in the chaos while his mother Rakhi was rushed to the hospital. Some locals found the baby and handed him to officials, who tracked down his father and grandmother in hospital. The infant has injuries to his face.ASP Sunil Patidar said five of the six bodies have been identified - Bhanwarlal Charmkar, 42, of Bakhatgarh, Bharat Changesiya, 40, and Paras Patidar, 45, of Simlavada, Kiran Damar of Bilpank and Ramesh Prajapati, 55, of Badnawar. A woman is yet to be identified.Chief minister Shivraj Singh Chouhan tweeted his condolences. "
"Four killed, eight injured in separate road accidents in Uttarakhand","Updated: Dec 6, 2022, 06:34 IST","DEHRADUN: Four persons were killed, including two women, and eight were injured after two four-wheelers fell into a gorge in separate accidents in Chamoli and Pauri Garhwal districts.A vehicle carrying five persons fell into a deep gorge near the Gopeshwar area of Chamoli on Sunday night. Two persons died while three suffered injuries, the police said.On Monday, a vehicle fell into a 150 metres deep gorge at Kuland Bend in the Pauri Garhwal district . The vehicle had seven people on their way to Kotdwar. ""An SDRF team was rushed to the spot. Two persons died on the spot, while the injured persons were taken to a hospital in Kotdwar for treatment,"" said inspector Lalita Negi, spokesperson, SDRF.Priti Singh (32) and Billu Devi (65) were killed in the accident. "
Jaguar with VIP numberplate kills woman parking scooter in Noida,"Updated: Dec 6, 2022, 14:51 IST","NOIDA: A 24-year-old woman about to park her scooter outside her office at the Supertech E-Square was killed as a Jaguar crashed into the two-wheeler and flung her into the air on Sunday morning.Police are looking into whether the Jaguar XK â€” having a VIP number plate (0001) with an Odisha registration â€” was racing another vehicle, as an SUV had zipped past the accident site seconds earlier.The sedan, police said, was being driven by Samuel Andrew Pyster, a resident of Faridabad who works with a multinational payment card services company. He had come to Noida along with some friends to have breakfast at Starbucks, the cops said.The victim, Deepika Tripathi, was a receptionist at Raj Nandini Estates, whose office is in the E-Square building. She had left her Sector 143 home on her scooter around 9.30am to reach office by 10. Sundays arenâ€™t necessarily off days at real estate firms, which see client visits going up during the weekends. The accident happened half an hour later, just as she was getting into the office building.â€œWe received a PCR call about the accident and rushed a team to the spot from the Sector 39 police station. Deepika was taken to Yatharth Hospital in Sector 110. She was declared dead on arrival,â€ said ACP Rajneesh Verma.Pyster was taken into custody and the sedan seized. He was in the car with a friend, who took Deepika to the hospital.Ravindra Chauhan, a manager at Raj Nandini Estates and Deepikaâ€™s colleague, said a guard of the building informed him about the accident.â€œShe was about to park her scooter when the car crashed into it. I was initially told that Deepika had been taken to Jaypee Hospital. But after reaching there, I learnt that she was at Yatharth. There, the doctors told me she could not make it to the emergency ward,â€ Chauhan said.Deepika, he said, had joined the company three-four months ago.One of the guards at E-Square, a witness to the accident, said the impact broke Deepika's scooter into pieces in an instant. â€œThe car rammed the scooter so hard that Deepika was flung into the air for a few seconds and landed on the road. The scooter broke into pieces, like a toy. An SUV had crossed the area seconds earlier and the car was speeding right behind it,â€ said Nizamuddin, the guard.Lalit Trivedi, Deepikaâ€™s brother-in-law in Lucknow, said he received a call from police, informing him she had met with an accident. â€œI called up her brother and told him to check on her. I thought it was a minor accident and left for work. Later in the day, I called up her brother and was told that Deepika was no more. I rushed to Noida,â€ Trivedi said.Deepikaâ€™s brother Rajeev, who works as a guard at a highrise, lodged a complaint at Sector 39 police station on Sunday evening.â€œA case under sections 279 (rash driving), 304A (causing death by negligence) and 427 (mischief causing damage to the amount of fifty rupees) of the IPC was registered against Pyster. He was arrested from the accident spot itself,â€ said Verma. â€œThe body was handed over to the womanâ€™s family after an autopsy. Further investigation is underway,â€ the ACP said."
"Eight killed in road accidents in Chennai, suburbs","Updated: Dec 6, 2022, 04:26 IST","CHENNAI: Four people including an MTC bus driver were killed and three others were injured after a private luxury bus smashed into a tanker at Kavaraipettai in Tiruvallur district on the Kolkata-Chennai National Highway on Monday morning. Traffic was affected for nearly three hours on the busy stretch after the accident.Police said the bus, belonging to Sri Krishna Travels, was coming from Hyderabad to Chennai with 27 passengers, while the tanker was carrying chemicals to a Chennai company. Near Thatchur junction at Kavaraipettai, the bus slammed into the tanker from the rear while trying to overtake it. The front portion of the bus was completely damaged. Three people died on the spot, while one person died in hospital. Three others were injured and rushed to the Government Stanley Medical College and Hospital where they are said to be critical.A few passersby and some residents of the area alerted police and fire services personnel and helped retrieve the bodies. The deceased were identified as Thokala Sathishkumar, 27, of Nellore, Sridhar, 22 of Kakinada, Rohit Prabath, 28 of Navalur and S Janakiraman, 42, of Thandalachery. Janakiraman, a driver attached to the MTC's Padiyanallur depot, had finished shift and got on to the bus at Puduvayal, about 2km from his house. He was seated next to the driver's seat near the door."
5 killed in two road accidents in two days in Coimbatore,"Updated: Dec 6, 2022, 09:58 IST","COIMBATORE: Five people were killed in two separate accidents at Kangayam in Tirupur and Chettipalayam in Coimbatore district in the past two days. At Paravalasu near Thittuparai on Kangayam â€“ Chennimalai Road on Monday morning, three people, including a woman, were killed after a speeding tanker truck rammed into a car. Police identifed the deceased as K Mani, 60, from Siviyarpalayam near Kangayam, and her two sons-in-law T Viswanathan, 35, from Pallakattupudur near Murugampalayam in Kangayam and Ramanan, 37, of Mettupalayamin Coimbatore district. Ramananâ€™s wife Umavathi, 33, was injured and admitted to a private hospital. Viswanathan ran a pharmacy at Kangayam and Ramanan worked at an IT firm in Bengaluru. â€œThey were heading towards Chennimalai to attend a baby shower ceremony. Viswanathan was on the wheels. When the car reached Paravalasu around 6.15am, a truck laden with flyash collided head on with it. The victims died on the spot. Umavathi was rushed to the Kangayam government hospital, from where she was referred to a private hospital in Coimbatore,â€ said a police officer.Police sent the dead bodies to the Kangayam GH, where postmortems were performed. The bodies were later handed over to family members. Police registered a case against truck driver S Vijayakumar, 32, of Ananthampalayam near Bhavani in Erode district. In another accident, two guest workers were killed after they were run over by an unidentified car while crossing Malumichampatti â€“ Othakkalmandapam road around 8.20pm on Sunday. The guest workers, Awadesh Kumar, 24, and S Nithish Kumar, 24, both from Purnea district in Bihar, were rushed to Coimbatore Medical College Hospital (CMCH), where they died without responding to treatment on Monday. â€œThe victims worked at a sandal manufacturing unit at Seerapalayam and were staying at the staff quarters. They, along with their friends, were returning from Malumichampatti after buying groceries on Sunday evening. When they were crossing a road, a white car hit them,â€ said a police officer. "
Jaguar that killed woman may have been racing with another SUV: Cops," Dec 6, 2022, 08:10 IST","Noida: The driver of a speeding Jaguar XK that crashed into a woman parking her scooter in Noida, leading to her death, was taken into custody and the sedan seized. The driver, Samuel Andrew Pyster, was in the car with a friend, who took the victim to the hospital.Sundays arenâ€™t necessarily off days at real estate firms, which see client visits going up during the weekends. The accident happened half an hour later, just as she was getting into the office building.â€œWe received a PCR call about the accident and rushed a team to the spot from the Sector 39 police station. Deepika was taken to Yatharth Hospital in Sector 110. She was declared dead on arrival,â€ said ACP Rajneesh Verma.Ravindra Chauhan, a manager at Raj Nandini Estates and Deepikaâ€™s colleague, said a guard of the building informed him about the accident.â€œShe was about to park her scooter when the car crashed into it. I was initially told that Deepika had been taken to Jaypee Hospital. But after reaching there, I learnt that she was at Yatharth. There, the doctors told me she could not make it to the emergency ward,â€ Chauhan said.Deepika, he said, had joined the company three-four months ago.One of the guards at E-Square, a witness to the accident, said the impact broke Deepikaâ€™s scooter into pieces in an instant. â€œThe car rammed the scooter so hard that Deepika was flung into the air for a few seconds and landed on the road. The scooter broke into pieces, like a toy. An SUV had crossed the area seconds earlier and the car was speeding right behind it,â€ said Nizamuddin, the guard.Lalit Trivedi, Deepikaâ€™s brother-in-law in Lucknow, said he received a call from police, informing him she had met with an accident. â€œI called up her brother and told him to check on her. I thought it was a minor accident and left for work. Later in the day, I called up her brother and was told that Deepika was no more. I rushed to Noida,â€ Trivedi said.Deepikaâ€™s brother Rajeev, who works as a guard at a highrise, lodged a complaint at Sector 39 police station on Sunday evening.â€œA case under sections 279 (rash driving), 304A (causing death by negligence) and 427 (mischief causing damage to the amount of fifty rupees) of the IPC was registered against Pyster. He was arrested from the accident spot itself,â€ said Verma. â€œThe body was handed over to the womanâ€™s family after an autopsy. Further investigation is underway,â€ the ACP said. "
VSP employee dies in accident," Dec 6, 2022, 08:24 IST","Visakhapatnam: A 55-year-old man was killed when he was hit by a two-wheeler near Aganampudi under Kurmannapalem police station limits in Vizag city. The deceased was identified as IV Krishna, an employee with Vizag Steel Plant. Police said the mishap took place when Krishna was crossing the road. A case has been registered. TNN"
"On way to Murthal, 2 friends die in accident","Updated: Dec 6, 2022, 11:40 IST","NEW DELHI: Two friends, aged 21 and 19 years, were killed in a road accident while they were going on a bike to a Murthal dhaba for the first time on Saturday night. Investigators suspect it to be a case of hit and run, but are also probing if they collided with a heavy object.After receiving a call from a Narela hospital that two young men had been brought dead, police found out that they had died in an accident near a gurdwara on GT Karnal Road. They were identified as Sameer (21) and Mohammad Islam (19), who lived with their families in Daryaganj. While Sameer worked as a mechanic, Islam was a labourer.The victims were accompanied by three others, but were riding ahead of them, said Islam's brother, Salaam. This was the first time that they were going to eat at Murthal, he added. Deputy commissioner of police (outer north) Devesh Mahla said their family members told the cops that the friends were going to Murthal on bike. ""Their postmortems were conducted and the bodies were handed over to the families,"" police said. Salaam said Islam and his five friends ""had left home around 9pm, and at 12pm, we came to know about the accident"". The other friends said Sameer was riding the bike while Islam was the pillion rider, he claimed. They were far ahead of the other three, so nobody knows how the accident happened, he added.An investigator claimed that there were not many CCTV cameras at the accident spot, but police have managed to collect a few footage from nearby areas to find some clues about the incident. A case under sections 279 (rash driving or riding on a public way) and 304A (causing death by negligence) of the Indian Penal Code has been registered. No arrest has been made."
Out-of-control wrecker van kills biker on Red Rd," Dec 6, 2022, 08:17 IST","Kolkata: A 40-year-old biker returning home from work died in an accident on Red Road on Sunday night â€” the third such casualty in less than 24 hours.Amaresh Kumar Singh (40), a resident of Uttar Panchanna Gram in Tiljala, was riding his bike with his helmet strapped on when a wrecker vehicle hit him from behind near J&N island on Red Road.â€œThe wrecker van had somehow lost control and hit the motorcycle. We immediately intercepted the vehicle and rushed the biker to SSKM Hospital. He had multiple injuries and even as we shifted him to the hospital quickly, he succumbed to his wounds. Doctors at the hospital declared him dead,â€ said a senior officer of Kolkata Police.On Monday, the driver â€” Sukumar Soren â€” was produced before a city court where he was granted bail.The accident comes a day after a 45-year-old traffic constable, Napoleon Balowari (45), died when his motorbike skidded on a tram track on RG Kar Road and a truck coming from behind ran over him. On Sunday morning, another biker skidded on rubble on Northern Avenue, throwing off the pillion rider â€” 35-year-old Rinki Mullick â€” when she landed on the road and was run over by a truck from behind.Also on Sunday, an elderly pedestrian â€” Hazra Khatoon (70) â€” was injured when a scooter hit the woman on Elliot Road near Ripon Street crossing, leaving her with multiple fractures."
"1 killed, 2 hurt after being hit by vehicle"," Dec 6, 2022, 08:25 IST","Indore: A 17-year-old was killed and two others were injured when a four-wheeler hit them in Bilawali area on Maksi Road of Dewas district on Sunday night.The deceased was identified as Laxman Singh Panwar, while Jatin and Abhishek Mandloi were injured, police said.Laxman was on a two-wheeler with his friend Jatin when their two-wheeler tyre flattened. He was on the roadside searching for a puncture making shop when a four-wheeler with registration number of Indore hit them and one more person, police saidLocals rushed to the spot and informed police. The injured were taken to hospital, where doctors declared Laxman as dead, while Jatin and Abhishek were admitted for treatment. BNP police station in charge Mukesh Ijaldar told TOI, â€œA case has been registered under section 304-A of IPC for culpable homicide not amounting to murder against the four-wheeler driver. The accused driver left the vehicle and ran away from the spot immediately after the accident. We are looking for him,â€ Ijaldar said. tnn"
Speeding truck mows down 4-year-old," Dec 6, 2022, 08:30 IST","Nashik: A 4-year-old boy was killed after being run over by a speeding truck in the Gadekar Mala area of Nashik Road on Monday afternoon.The deceased has been identified as Amit Dhurve, a resident of Nashik Road. The truck driver fled the scene after the accident.Nashik Road police said Amit and his father were on a bicycle in the Gadekar Mala area at 4 pm when the incident took place. A speeding truck, coming from the Nashik Road railway gate, knocked down Amit and his father. While the man was thrown on the other side of the road, the child came under the truckâ€™s wheels.Police personnel, who rushed to the incident spot, said there is a constant movement of heavy vehicles on the interior road. Nashik Road railway station has a huge goods shed. As a result, the movement of trucks there is constant. A school is located just a stoneâ€™s throw away from the accident spot, said the residents of Gadekar Mala.In February 2020, two youths were killed in the Kharjul Mala area, close to the accident spot, when they were knocked down by a speeding truck."
"In Chennai, biker sans helmet crashes into median, dies with pillion rider","Updated: Dec 6, 2022, 08:27 IST","CHENNAI: Two men going on a bike died near Jafferkhanpet in the wee hours of Monday after the rider lost control and the two-wheeler slammed into the median. The deceased were identified as S Jayasuriya, 26, of Tiruvannamalai and K Prem Kumar, 28, of Karur. Police said both men were not wearing helmets.The two men, who were working in a private firm and staying in rented accommodation, were returning home when they met with the accident around 12.30am on Jawaharlal Nehru Salai (100 feet Road).Police said Jayasuriya was riding the bike and Prem Kumar was on the pillion. Some people who noticed the accident alerted the Guindy traffic investigation wing and they were taken to a private hospital where doctors declared them 'brought dead'. The Guindy Traffic Investigation Wing registered a case and moved the bodies to a government hospital for postmortem.An analysis of the road accidents in Chennai in 2021 by the traffic police showed that 611 people were killed and 3,294 people were injured in accidents involving two-wheelers. A majority of the bikers and pillion riders killed were travelling without a helmet.In the last five months, 841 people have been seriously injured in accidents involving two-wheelers. Of these, 741 were two-wheeler riders and 127 were riders pillion. It was following this that the traffic police made the wearing of helmet compulsory for pillion riders."
"Biker sans helmet crashes into median, dies with pillion rider"," Dec 6, 2022, 08:13 IST","Chennai: Two men going on a bike died near Jafferkhanpet in the wee hours of Monday after the rider lost control and the two-wheeler slammed into the median. The deceased were identified as S Jayasuriya, 26, of Tiruvannamalai and K Prem Kumar, 28, of Karur. Police said both men were not wearing helmets.The two men, who were working in a private firm and staying in rented accommodation, were returning home when they met with the accident around 12.30am on Jawaharlal Nehru Salai (100 feet Road).Police said Jayasuriya was riding the bike and Prem Kumar was on the pillion. Some people who noticed the accident alerted the Guindy traffic investigation wing and they were taken to a private hospital where doctors declared them â€˜brought deadâ€™. The Guindy Traffic Investigation Wing registered a case and moved the bodies to a government hospital for postmortem.An analysis of the road accidents in Chennai in 2021 by the traffic police showed that 611 people were killed and 3,294 people were injured in accidents involving two-wheelers. A majority of the bikers and pillion riders killed were travelling without a helmet.In the last five months, 841 people have been seriously injured in accidents involving two-wheelers. Of these, 741 were two-wheeler riders and 127 were riders pillion. It was following this that the traffic police made the wearing of helmet compulsory for pillion riders."
Six killed in road accident near Chennai," Dec 7, 2022, 09:59 IST","CHENNAI: Six people died and five others suffered serious injuries in a road accident involving two trucks and a mini truck near Madhuranthagam on the Trichy-Chennai National Highway in the early hours of Wednesday. The deceased have been identified as Chandrasekar, 70, Dhamodharan, 28, Sasikumar, 35, Sekar, 55, Ezhumalai, 65, and Gokul, 33. The injured are Ramamoorthy, 35, Sathish Kumar, 27, Ravi, 26, Sekar, 37, and Ayyanar, 34. All of them hailed from Pozhichalur in Chennai. The accident happened around 4am when they were returning to Chennai after participating in the Karthigai Deepam festival in Thiruvannamalai temple.  When the mini truck reached Janakipuram, it rammed a truck moving in front of it. Another truck, which was moving behind it, rammed the mini truck. The mini truck was stuck between the two trucks. Six people travelling on the mini truck died on the spot while five others suffered grievous injuries.Police sent the bodies to Chengalpet Government Hospital for postmortem.Traffic came to a standstill on the national highway for more than three hours."
Three agri workers from AP killed in accident," Dec 7, 2022, 08:28 IST","Hubballi: Three labourers were killed in a road accident at Maski here late on Monday night. According to Maski police, the deceased are Nagaraj, 31, Srinivas, 26, and Jaypal, 19. They died on the spot when their bike rammed into a bus. â€œThey worked on paddy harvesting machines at agriculture fields. Itâ€™s learnt that the trio was from Andhra Pradesh. Tragedy struck them when they were riding the bike from Maski to Gudadur. We have registered a case, and investigating it,â€ they added.Valuables stolen from templeHubballi: Thieves have targetd Sai Baba Temple at Shirdi Nagar here and made away with silver articles worth Rs 2.28 lakh. The incident which had happened on Saturday night came to light on Tuesday. Police sources said the stolen articles are a silver umbrella worth Rs 1.47 lakh, utsav murthi worth Rs 42,000 and other articles. Investigation is going on. A case has been registered at Ashok Nagar police station.Studentsâ€™ union inauguratedDharwad: Sadashiva Mahaswamy, pontiff of Hukkeri Mutt, Haveri, inaugurated the studentsâ€™ union and sports activities of Janata Shikshana Samitiâ€™s Banashankarib Arts, Commerce and Shantikumar Gubbi Science College on Monday. Speaking on the occasion, he called upon students to make best use of the facilities and opportunities provided by parents and educational institutions and be a useful citizen. He said regular studies, dedication, concentration, positive outlook, respect for teachers and the quest for knowledge will help them excel in their career. JSS secretary Ajithprasad, principal Y Jayamma, student secretary Padmavati Alagawadi and others spoke.Training in drawing for kidsDharwad: Drawing is a traditional art and has been in vogue since ancient times. It has evolved with the passage of time, but its essence in conveying message remains, said senior artist F V Chikmath. Speaking at a programme organised by Sakar art and Media Foundation at M R Balikai Art Gallery here to train the children in drawing and painting, he said parents should encourage children interested in art by providing proper training. Drawing competitions were also organised for children of various age sgroups. Scholarship distributedDharwad: Professor K Gopinath, principal of SDM College of Engineering and Technology, Dharwad, distributed scholarships sponsored by Nilaya Foundation to 50 students at a function held at Prahlad Vidyarthi Nilaya here. Nilaya Foundation, set up by the alumni of Prahlad Vidyarthi Nilaya, a hostel established by Pejawar Mutt seer Vishweshateertha Swami has so far provided scholarships to the tune of Rs 42 lakh to the needy and meritorious students. This year, Rs 9 lakh was given in the form of scholarship. H V Kakhandki, orthopaedic surgeon Dr Vishwanath Patil, K R Deshpande and others were present.Special buses for jatra mahotsavHubballi: To facilitate devotees arrivnig for Godachi Sri Veerabhadreshwara Jatra Mahotsav, scheduled from December 8 to 12, NWKRTC will run special additional buses from December 7 to 12 at 7am and 8am from Hubballi Hosur bus stand via Gokul Road new bus stand, Dharwad, Savadatti, and Munavalli, depending on traffic. Divisional controller, Hubballi Rural division, has appealed to the public to utilise the service. Call 7760991662.World Soil Day observedDharwad: Farmers should adopt genetically bio-fortified crops, agronomical practices, physiological approaches and value addition techniques to get higher yield per acre, said professor C V Patil, former dean (agriculture), University of Agricultural Sciences, Raichur. Speaking at the World Soil Day programme organised at UAS Dharwad by the directorate of extension on Monday, he said World Soil Day is celebrated to create awareness about the importance of fertile soil and sustainable management of soil fertility. Presiding over the function, UAS VC P L Patil said UAS, Dharwad, has released many technologies in the field of soil conservation and recommending chemicals to farmers which are more effective with less pesticide residue content. Soil health cards were distributed to farmers and an extension folder on soil testing and analysis of irrigation water was released on the occasion.Global Yoga Summit on Dec 17, 18Hubballi: Rotary Bangalore Global Yoga Trust, Bengaluru, will organise Global Yoga Summit on December 17 and 18 at Royal Orchid Resorts in Bengaluru. President C R Dhavalagi told reporters here on Tuesday the event is aimed at giving more knowledge about yoga to future generations by giving 36-hour yoga teaching and a certification from Yoga Certification Board, ministry of Ayush. Any school or college student can join the programme by paying a nominal fee, he added. Technical and experiential sessions on yoga and holistic health will be organised, he said, adding more than 400 persons from north Karnataka are expected to attend the summit. Registration is open till December 10. Call 9343451171.Award for science teacherChitradurga: K T Nagabhushan, science teacher working at Govt High School in Lambani Hatti of Rekhalakere in Challakere taluk of Chitradurga district, was recently honoured with Dr APJ Abul Kalam Science Teacher Award at Heggere Tayamma Girlsâ€™ High School in Challakere taluk. The award has been instituted by Karnataka Rajya Sikshana Parishath (KRSP) with support from DDPI, Chitradurga district. Multi-faceted teacher Nagabhushan teaches rural children, while making them understand complex lessons by conducting lab experiments. Headmaster Venkatesh, SDMC president Thippeswamy and his colleagues have congratulated Nagabhushan for his latest honour. Debt-ridden teacher ends lifeBidar: A private school teacher allegedly commited suicide in Hanamantawadi Hills in Basavakalyan taluk on Tuesday. The deceased is Rajkumar Yadav, 40, a resident of Dasarawadi village. Mudabi police, who have registered a case, said Yadav worked as a teacher at a private school in Hulasur. â€œWe have got information that he had taken loans from some private persons, and he was unable to repay them. Investigation is on,â€ they added.Man held for raping elderly womanDavanagere: A 30-year-old man was taken in to police custody on Monday for allegedly raping an 80-year-old woman at a village in Honnali taluk. The accused is Ravi. The elderly woman was alone at her home when the accused committed the crime. When she screamed and cried for help, people in the neighbourhood caught Ravi and handed him over to police. Honnali police have booked a case.Training prog for engineersDavanagere: M Ravi, chief engineer of Visveswaraya Jala Nigam Ltd, UBP, Chitradurga, on Monday presided over the inaugural session of â€˜Modernisation of Vani Vilas Sagar irrigation systemâ€™ jointly organised by WRDO, VJNL and Advance Centre for Integrated Water Resources Management. Retired chief engineer and deputy team leader of the project, M G Shivakumar, said they have taken up a training programme here for 40 irrigation engineers of Karnataka, Maharashtra, Rajasthan and Haryana in the first phase. KSRTC workersâ€™ conventionHubballi: KSRTC Staff and Workersâ€™ Federation will organise the seventh state convention for three days from December 8 here. Federationâ€™s R F Kavalikai told reporters here on Tuesday the convention is going to be held in Hubballi after 32 years. On December 8, a procession of over 5,000 workers will be taken out from Gail Durgamma Temple in Hosur to Nehru Maidan. Issues pertaining to workers, including wage revision, strengthening the corporation, support to corporations to purchase new buses, opposing privatisation move, will be discussed at the convention, he said.JD(S) cries foul over votersâ€™ listHubballi: JD(S) state secretary Prakash Angdi said BJP is trying to suppress the votes of minorities, Dalits, backward classes. Soon, a delegation will meet Dharwad DC and submit a memorandum seeking correction in the votersâ€™ list, he said while speaking to reporters here on Tuesday. More than 11,000 names of voters have been deleted in Navalgund constituency, as also some in other constituencies. â€œOur party workers and leaders in those constituencies are verifying the lists,â€ he added. Angdi also claimed that he will be the partyâ€™s official candidate from Navalgund constituency. â€œAlready, the party leaders have asked me to start working in the constituency,â€ he said."
Madhya Pradesh: Two killed in 3 accidents in Mandsaur &amp; Dewas districts,"Updated: Dec 7, 2022, 09:29 IST","Indore: Two persons were killed and one injured in three road accidents in two districts of Malwa-Nimar region in the last 24 hours. The two road accidents were reported from YD Nagar area in Mandsaur district, where one person was killed and another injured, police said. The first accident in Mandsaur was reported on Mhow-Neemuch highway, when a four-wheeler hit another car from behind. Driver of the car lost control of the vehicle and hit a tree leading to his death. The deceased was identified as Mahendra Singh. He was rushed to hospital where doctors declared him dead. His body was handed over to family members after postmortem examination. In another accident in the district, a rashly driven truck hit a two-wheeler in Multanpura Nai colony late on Monday. The two-wheeler rider Saeed Dhatia was grievously injured and is undergoing treatment at a hospital. YD Nagar police station in-charge Jitendra Pathak told TOI, â€œA case against unidentified accused in both the accidents has been registered.â€ A 53-year-old man was killed after his car hit a divider in Dewas, police said. The deceased was identified as Heeralal Namdev, a resident of Sukhlia, Indore. Namdev was travelling to Indore from Biora with three of his friends, when the accident took place, police said."
"Six people killed, 20 injured in road accident in Andhra Pradesh's Chittoor"," Dec 8, 2022, 08:13 IST","TIRUPATI: In a tragic incident, six persons were killed and twenty others sustained injuries in a road accident reported near Lakshmayyavuru in Puthalapattu mandal in Chittoor district in the late hours on Wednesday.According to the Puthalapattu police, a group of 26 people, including women and children, belonging to Balijapalli in Irala mandal, were going to attend a wedding in a tractor, late on Wednesday.The overspending tractor turned turtle near Lakshmayyavuru in Puthalapattu mandal, leaving six persons dead on the spot. The deceased included three women and two children.Puthalapattu police who learnt about the gory mishap, rushed to the spot immediately and shifted the injured to the SVRR government general hospital in Tirupati and to CMC hospital at Vellore.Police registered a case and shifted the bodies of the deceased for postmortem."
Maharashtra: Two killed as MSRTC bus hits seven vehicles,"Updated: Dec 8, 2022, 16:49 IST","NASHIK: Two people were charred to death after a Maharashtra State Road Transport Corporation (MSRTC) bus hit seven vehicles in Maharashtra's Nashik district on Thursday, police said. The accident took place near Palse village on Nashik-Pune highway around 11.45am, said an official. An MSRTC bus on its way from Rajgurunagar in Pune to Nashik apparently suffered a brake failure and hit four motorcycles and two SUVs before ramming into another MSRTC bus coming from Sinnar, he said. ""Two motorcyclists were trapped between the two buses and were charred to death as their bikes caught fire. One person received serious injuries. The bus coming from Rajgurunagar also caught fire,"" the official said. Local people broke the windows of the burning bus and rescued all 43 passengers, he added. Two fire tenders from Nashik Road fire station and one rescue van from Shingada Talao fire station were rushed to the spot and the blaze was doused, the police official said. Some passengers in the bus which caught fire received minor injuries and were being treated at Nashik Municipal Corporation's Bytco Hospital, he said. The names of the two deceased persons were yet to be ascertained. ""It seems that the bus coming from Rajgurunagar suffered a brake failure, but more details are awaited. Traffic on the highway was disrupted for some time due to the accident and the crowd which gathered,"" the official said. On October 8, as many as 13 people were killed and 35 injured when a private bus caught fire after colliding with a truck on Nashik-Aurangabad highway in the Nashik district."
3 held for freak railway accident that killed passenger with iron rod in Uttar Pradesh,"Updated: Dec 8, 2022, 05:42 IST","AGRA: Days after the death of a passenger in a moving train in a freak accident in which a flying iron rod crashed through the window and killed him, the government railway police (GRP) has arrested the engineer of a cement manufacturing company, the contractor tasked for construction of the railway track and a private worker for negligence. ""Engineer Sajid Ali and contractor Pramod Kumar were responsible for ensuring safety at the site where a new railway line connected to the Wonder cement factory was being laid, while worker Vishesh Kumar was the one who had left the iron bar on the track,"" police said.Delhi-based Harikesh Kumar Dubey, sitting by the window of the Neelanchal Express, had died on the spot after a 5-ft long and 1.5 inch-thick iron rod pierced his neck. The initial probe had revealed that the pointed iron rod was left unattended on the railway track. An FIR was registered by GRP (Aligarh) under IPC section 304 A (causing death by negligence).The North Central Railways (NCR) had also ordered a probe into the accident which occurred last Friday around 8:45 am when the train was running between Danwar (Bulandshahr) and Somna (Aligarh) railway station in the Prayagraj division. A senior railway official, who is part of the investigation team, said, ""The train after slowly leaving its last station began to cruise at a speed of over 100 kmph. It then ran over the other end of the pointed iron road which turned it into a missile, shattering the glass windowpane and piercing the neck of the passenger in the general coach next to the engine."" SSP (Agra division), Mohammad Mushtaque, said, ""After detailed investigation, including inspection of track, electric poles and scanning of CCTV footage, we were able to establish the sequence of events, which led to the arrest of the three men. The probe is still on to find out if anyone else was responsible."""
